# NVIDIA robotics graph manifest (CSV) — one row per project.
# Format: <id>,<description>,<summary>,<readme-snippet>,<related-id-1>,<score-1>,<related-id-2>,<score-2>,...
# The first 4 fields are read-only context (CSV-quoted); only the trailing
# related-id/score pairs are re-applied by `apply:manifest`.
# score is a 0-1 relation strength (drives edge width/opacity/layout pull).
# Delete a whole row to drop that project from the graph.
# Edit the trailing related-id/score pairs to add/remove/reweight connections (order does not matter).
# project-id is the GitHub owner/repo, or the manual id for non-repo products
# (isaac-sim, nvidia-omniverse, newton, nvidia-jetson, jetpack, isaac-ros, nvidia-halos, nvidia-isaac).
# Only whole lines starting with # are comments — do not put # inside a row.
#
# After editing: bun run apply:manifest && bun run fetch:projects

# === Data & Generative AI ===
NVIDIA/cudf,cuDF - GPU DataFrame Library ,"cuDF - A GPU-accelerated DataFrame library for tabular data processing cuDF (pronounced ""KOO-dee-eff"") is an Apache 2.0 licensed, GPU-accelerated DataFrame library for tabular data processing. The cuDF library is one part of the RAPIDS GPU Accelerated Data Science suite of libraries. About cuDF is composed of multiple libraries including: libcudf: A CUDA C++ library with Apache Arrow compliant data structures and fundamental algorithms for tabular data. pylibcudf: A Python library providing Cyth","cuDF - A GPU-accelerated DataFrame library for tabular data processing cuDF (pronounced ""KOO-dee-eff"") is an Apache 2.0 licensed, GPU-accelerated DataFrame library for tabular data processing. The cuD"
NVIDIA/cuda-samples,Samples for CUDA Developers which demonstrates features in CUDA Toolkit,"CUDA Samples Samples for CUDA Developers which demonstrates features in CUDA Toolkit. This version supports CUDA Toolkit 13.3. Release Notes This section describes the release notes for the CUDA Samples on GitHub only. Change Log Revision History Getting Started Prerequisites Download and install the CUDA Toolkit for your corresponding platform. For system requirements and installation instructions of cuda toolkit, please refer to the Linux Installation Guide, and the Windows Installation Guide.",CUDA Samples Samples for CUDA Developers which demonstrates features in CUDA Toolkit. This version supports CUDA Toolkit 13.3. Release Notes This section describes the release notes for the CUDA Sampl,NVIDIA/cccl,0.55,NVIDIA/CUDALibrarySamples,0.8,NVIDIA/cutlass,0.5
NVIDIA/pix2pixHD,Synthesizing and manipulating 2048x1024 images with conditional GANs,"pix2pixHD Project Youtube Paper Pytorch implementation of our method for high-resolution (e.g. 2048x1024) photorealistic image-to-image translation. It can be used for turning semantic label maps into photo-realistic images or synthesizing portraits from face label maps. High-Resolution Image Synthesis and Semantic Manipulation with Conditional GANs Ting-Chun Wang 1 , Ming-Yu Liu 1 , Jun-Yan Zhu 2 , Andrew Tao 1 , Jan Kautz 1 , Bryan Catanzaro 1 1 NVIDIA Corporation, 2 UC Berkeley In CVPR 2018. ",pix2pixHD Project Youtube Paper Pytorch implementation of our method for high-resolution (e.g. 2048x1024) photorealistic image-to-image translation. It can be used for turning semantic label maps into,nvidia-cosmos/cosmos-transfer1,0.45,NVIDIA/DreamDojo,0.35,NVlabs/Eagle,0.4
NVlabs/Eagle,Eagle: Frontier Vision-Language Models with Data-Centric Strategies,"🦅 Eagle: Frontier Vision-Language Models with Data-Centric Strategies [📘Eagle Report] [📘Eagle 2 Report] [📘Eagle 2.5 Report] [📘LocateAnything Report] [🤗Model Collection] [🤗LocateAnything Demo] [🌐Project Page] Updates [2026/06] 🎉 LocateAnything is accepted to ECCV 2026. [2026/06] 🔥 Release visual prompt fine-tuning script for LocateAnything with LoRA fine-tuning. [2026/06] 🔥 LocateAnything now supports batch inference with a pure FlashAttention runtime — efficient inference on A100, RTX",🦅 Eagle: Frontier Vision-Language Models with Data-Centric Strategies [📘Eagle Report] [📘Eagle 2 Report] [📘Eagle 2.5 Report] [📘LocateAnything Report] [🤗Model Collection] [🤗LocateAnything Demo] [,nvidia-cosmos/cosmos-reason2,0.4,NVIDIA/cosmos,0.4,NVIDIA/pix2pixHD,0.4,NVlabs/AHA,0.5,NVlabs/vla0,0.45
NVIDIA/cccl,CUDA Core Compute Libraries,"Contributor Guide Dev Containers Discord Godbolt GitHub Project Documentation - - - - - - CUDA Core Compute Libraries (CCCL) Welcome to the CUDA Core Compute Libraries (CCCL) where our mission is to make CUDA more delightful. This repository unifies three essential CUDA C++ libraries into a single, convenient repository: Thrust (former repo) CUB (former repo) libcudacxx (former repo) The goal of CCCL is to provide CUDA C++ developers with building blocks that make it easier to write safe and eff",Contributor Guide Dev Containers Discord Godbolt GitHub Project Documentation - - - - - - CUDA Core Compute Libraries (CCCL) Welcome to the CUDA Core Compute Libraries (CCCL) where our mission is to m,NVIDIA/cuda-samples,0.55,NVIDIA/CUDALibrarySamples,0.5,NVIDIA/cutlass,0.55
rapidsai/cugraph,cuGraph - RAPIDS Graph Analytics Library,RAPIDS cuGraph is a repo that represents a collection of packages focused on GPU-accelerated graph analytics. cuGraph supports the creation and manipulation of graphs followed by the execution of scalable fast graph algorithms. ----- Table of contents Installation Getting cuGraph Packages Building from Source Contributing to cuGraph General Latest News Current list of algorithms Blogs and Presentation Packages cuGraph Python External Data Types pylibcugraph libcugraph (C/C++/CUDA) nx-cugraph API,RAPIDS cuGraph is a repo that represents a collection of packages focused on GPU-accelerated graph analytics. cuGraph supports the creation and manipulation of graphs followed by the execution of scal,rapidsai/cusignal,0.5,rapidsai/cuspatial,0.55,rapidsai/rmm,0.6
NVlabs/alpasim,AlpaSim is an open-source autonomous vehicle simulation platform designed for development and testing of end-to-end AV policies,"AlpaSim: A modular, lightweight, and data-driven research simulator for autonomous driving What is AlpaSim? AlpaSim is an open-source autonomous vehicle simulation platform designed specifically for research and development. It allows users to test end-to-end AV policies in a closed-loop setting by simulating realistic sensor data, vehicle dynamics, and traffic scenarios within a modular and extensible testbed. Suitable use cases include: Algorithm Validation: Test new autonomous driving algorit","AlpaSim: A modular, lightweight, and data-driven research simulator for autonomous driving What is AlpaSim? AlpaSim is an open-source autonomous vehicle simulation platform designed specifically for r",NVlabs/alpagym,0.95,NVlabs/alpamayo,0.55,NVlabs/alpamayo-recipes,0.7,NVlabs/alpamayo2,0.6,NVlabs/physical_ai_av,0.6
NVlabs/HOVER,HOVER,HOVER WBC Table of Contents HOVER WBC Table of Contents Overview Installation Training Data Processing AMASS dataset Teacher Policy Student Policy General Remarks for Training Generalist vs. Specialist Policy Testing Play Teacher Policy Play Student Policy Evaluation Overwriting Configuration Values Sim-to-Sim Validation Developing Unit testing Linting \& Formatting Set up IDE (Optional) Running Scripts from an Isaac Lab Docker Container License Contributors Acknowledgments Overview This reposit,HOVER WBC Table of Contents HOVER WBC Table of Contents Overview Installation Training Data Processing AMASS dataset Teacher Policy Student Policy General Remarks for Training Generalist vs. Specialis,isaac-sim/IsaacLab,0.65,nvidia-isaac/WBC-AGILE,0.7,NVlabs/COMPASS,0.6,NVlabs/GR00T-WholeBodyControl,0.8,NVlabs/ProtoMotions,0.7
rapidsai/cusignal,cuSignal - RAPIDS Signal Processing Library,"cuSignal Deprecation Notice RAPIDS v23.08 is the last formal release for cuSignal. Starting in 2019, cuSignal strived to provide a simple to use and highly performant library for signal processing developers working in Python. With over 400,000 total Anaconda downloads, we built an incredible community together. We are pleased to announce that much of the cuSignal codebase is moving to CuPy and is highly aligned with CuPy's goal to GPU-accelerate the NumPy and SciPy ecosystems. By moving our wor","cuSignal Deprecation Notice RAPIDS v23.08 is the last formal release for cuSignal. Starting in 2019, cuSignal strived to provide a simple to use and highly performant library for signal processing dev",rapidsai/cugraph,0.5,rapidsai/rmm,0.55
rapidsai/rmm,RAPIDS Memory Manager,"RMM: RAPIDS Memory Manager NOTE: For the latest stable README.md ensure you are on the main branch. Resources RMM Reference Documentation: Python and C++ API references, tutorials, and topic guides. RAPIDS Installation Guide: Instructions for installing RMM. GitHub Repository: Download the RMM source code. Issue Tracker: Report issues or request features. RAPIDS Community: Get help, contribute, and collaborate. Overview Achieving optimal performance in GPU-centric workflows frequently requires c","RMM: RAPIDS Memory Manager NOTE: For the latest stable README.md ensure you are on the main branch. Resources RMM Reference Documentation: Python and C++ API references, tutorials, and topic guides. R",rapidsai/cugraph,0.6,rapidsai/cusignal,0.55,rapidsai/cuspatial,0.55
rapidsai/cuspatial,CUDA-accelerated GIS and spatiotemporal algorithms,[!IMPORTANT] The final release of this project was v25.04. See for details. cuSpatial - GPU-Accelerated Vector Geospatial Data Analysis Note cuSpatial depends on cuDF and RMM from RAPIDS. cuProj - GPU-accelerated Coordinate Reference System (CRS) Transformations cuProj is a new RAPIDS library housed within the cuSpatial repo that provides GPU-accelerated transformations of coordinates between coordinate reference systems (CRS). cuProj is available as of release 23.10 with support for transformat,[!IMPORTANT] The final release of this project was v25.04. See for details. cuSpatial - GPU-Accelerated Vector Geospatial Data Analysis Note cuSpatial depends on cuDF and RMM from RAPIDS. cuProj - GPU,rapidsai/cugraph,0.55,rapidsai/rmm,0.55
